IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1,,,0.7,,1.4,1.0 [0.7-1.4],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.2,,,0.6,,1.7,1.2 [0.6-1.7],,The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.3,,,0.7,,1.9,1.3 [0.7-1.9],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NER,Niger,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.4,,,0.6,,2.1,1.4 [0.6-2.1],,The most recent survey was conducted in 2012. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.5,,,0.9,,2.2,1.5 [0.9-2.2],,The most recent survey was conducted in 2014. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.5,,,1,,2,1.5 [1.0-2.0],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.5,,,1.1,,1.8,1.5 [1.1-1.8],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.5,,,1.1,,2,1.5 [1.1-2.0],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TCD,Chad,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.6,,,1,,2.1,1.6 [1.0-2.1],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.6,,,1,,2.1,1.6 [1.0-2.1],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,CHN,China,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.6,,,1.2,,1.9,1.6 [1.2-1.9],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.7,,,0.9,,2.4,1.7 [0.9-2.4],,The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.7,,,1,,2.5,1.7 [1.0-2.5],,The most recent survey was conducted in 2011-12. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.7,,,1.1,,2.4,1.7 [1.1-2.4],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HND,Honduras,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.7,,,1.2,,2.2,1.7 [1.2-2.2],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.9,,,1,,2.7,1.9 [1.0-2.7],,The most recent survey was conducted in 2013. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.9,,,1.1,,2.6,1.9 [1.1-2.6],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BLZ,Belize,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.9,,,1.1,,2.7,1.9 [1.1-2.7],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BEN,Benin,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.9,,,1.2,,2.7,1.9 [1.2-2.7],,The most recent survey was conducted in 2017-18. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PAN,Panama,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.9,,,1.3,,2.5,1.9 [1.3-2.5],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.2,,,6.4,,14,10.2 [6.4-14.0],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.4,,,6.6,,14.1,10.4 [6.6-14.1],,The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.5,,,6.1,,14.8,10.5 [6.1-14.8],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.5,,,6.8,,14.2,10.5 [6.8-14.2],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GMB,Gambia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.5,,,7.1,,13.9,10.5 [7.1-13.9],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.7,,,6.5,,15,10.7 [6.5-15.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,10.7,,,7.1,,14.2,10.7 [7.1-14.2],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BEN,Benin,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,10.7,,,7.6,,13.7,10.7 [7.6-13.7],,The most recent survey was conducted in 2017-18. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.7,,,7.6,,13.8,10.7 [7.6-13.8],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,KEN,Kenya,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.7,,,7.7,,13.6,10.7 [7.7-13.6],,The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,IND,India,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.8,,,8.6,,13,10.8 [8.6-13.0],,The most recent survey was conducted in 2019-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.9,,,8.5,,13.4,10.9 [8.5-13.4],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,10.9,,,9,,12.8,10.9 [9.0-12.8],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11,,,8.1,,13.8,11.0 [8.1-13.8],,The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,GUY,Guyana,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.1,,,7.7,,14.5,11.1 [7.7-14.5],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,11.1,,,8.4,,13.9,11.1 [8.4-13.9],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,11.1,,,9.2,,13,11.1 [9.2-13.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BDI,Burundi,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.2,,,6.5,,15.9,11.2 [6.5-15.9],,The most recent survey was conducted in 2016-17. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.3,,,7.6,,15,11.3 [7.6-15.0],,The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.3,,,8.2,,14.4,11.3 [8.2-14.4],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,11.5,,,9.4,,13.6,11.5 [9.4-13.6],,The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PER,Peru,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,11.6,,,7.7,,15.5,11.6 [7.7-15.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TGO,Togo,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,11.7,,,7.4,,15.9,11.7 [7.4-15.9],,The most recent survey was conducted in 2017. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,11.7,,,8.4,,15,11.7 [8.4-15.0],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.9,,,6.9,,17,11.9 [6.9-17.0],,The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,UGA,Uganda,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,11.9,,,8.8,,15.1,11.9 [8.8-15.1],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,COL,Colombia,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,12,,,8.8,,15.1,12.0 [8.8-15.1],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CAN,Canada,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12,,,9.9,,14.2,12.0 [9.9-14.2],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.2,,,10.1,,14.4,12.2 [10.1-14.4],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,12.2,,,7,,17.5,12.2 [7.0-17.5],,The most recent survey was conducted in 2011-12. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.2,,,7.5,,16.9,12.2 [7.5-16.9],,The most recent survey was conducted in 2017-18. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRA,Brazil,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.2,,,8.9,,15.5,12.2 [8.9-15.5],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SEN,Senegal,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,12.3,,,9,,15.6,12.3 [9.0-15.6],,The most recent survey was conducted in 2017. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HND,Honduras,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.3,,,9.1,,15.4,12.3 [9.1-15.4],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,12.4,,,10.1,,14.6,12.4 [10.1-14.6],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.4,,,6.7,,18,12.4 [6.7-18.0],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.5,,,8.2,,16.7,12.5 [8.2-16.7],,The most recent survey was conducted in 2013. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.9,,,8.9,,16.8,12.9 [8.9-16.8],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
